A-levels scores,Education,Current Employment,Current Employment Sector,Current Annual Income,References Submitted,Was Hired by a Company within 6 months
82,business,salaried,engineering,146227,1,1
68,law,self business,transportation,132538,0,0
82,arts,self business,it,88812,1,1
63,stem,contractual,health,117349,1,0
65,stem,self business,health,55994,0,0
62,business,salaried,health,144415,0,0
89,stem,salaried,arts,78408,1,1
55,stem,self business,transportation,67577,1,0
49,arts,salaried,accounting,66975,0,0
65,stem,unemployed,unemployed,0,1,0
57,law,salaried,health,118734,0,0
44,arts,salaried,law,88085,0,0
77,arts,unemployed,unemployed,0,1,0
68,business,unemployed,unemployed,0,1,0
55,law,contractual,engineering,56825,0,0
43,law,contractual,arts,135289,1,0
72,stem,contractual,it,51451,0,0
61,business,contractual,health,80757,0,0
48,stem,salaried,law,148057,0,0
79,arts,unemployed,unemployed,0,0,0
78,stem,unemployed,unemployed,0,0,0
67,law,unemployed,unemployed,0,0,0
61,arts,self business,it,51851,1,0
75,business,unemployed,unemployed,68265,0,0
46,law,unemployed,unemployed,0,1,0
72,law,self business,engineering,113110,1,0
55,law,self business,health,42892,1,0
67,law,salaried,law,45356,0,0
82,law,salaried,engineering,133122,1,1
61,law,unemployed,unemployed,0,1,0
84,business,contractual,health,122773,1,1
48,law,salaried,accounting,141858,0,0
58,business,contractual,accounting,120525,0,0
60,business,salaried,engineering,47446,1,0
89,arts,contractual,transportation,51052,1,1
85,business,salaried,transportation,82236,1,1
78,arts,salaried,accounting,52325,1,0
83,stem,contractual,health,53235,1,1
87,arts,salaried,transportation,52792,1,1
52,arts,self business,law,73838,0,0
56,business,unemployed,unemployed,0,1,0
60,law,salaried,it,144645,0,0
56,arts,salaried,it,126031,0,0
70,arts,contractual,transportation,60526,0,0
46,stem,unemployed,unemployed,0,1,0
61,law,unemployed,unemployed,144037,0,0
87,law,salaried,it,96470,1,1
88,stem,self business,law,118380,1,1
51,stem,contractual,transportation,146450,1,0
66,arts,contractual,law,56730,0,0
61,arts,contractual,health,110937,0,0
44,arts,unemployed,unemployed,0,0,0
40,arts,salaried,accounting,78155,0,0
60,stem,salaried,law,42893,0,0
64,arts,salaried,it,78905,1,0
70,business,unemployed,unemployed,0,1,0
51,stem,salaried,arts,135562,0,0
48,business,contractual,law,125689,0,0
76,law,self business,transportation,44777,1,0
81,business,self business,health,42006,1,1
72,business,salaried,transportation,45621,0,0
88,stem,contractual,law,144345,1,1
75,stem,self business,transportation,47194,1,1
54,stem,salaried,it,70904,1,0
43,arts,self business,accounting,101249,0,0
58,business,contractual,arts,126990,0,0
78,arts,salaried,arts,0,1,1
82,arts,contractual,health,0,1,1
82,arts,contractual,engineering,62032,1,1
63,arts,self business,it,113128,1,0
42,arts,contractual,health,56027,1,0
85,business,contractual,health,136099,1,1
53,arts,salaried,accounting,109827,0,0
40,business,unemployed,unemployed,0,1,0
84,law,salaried,it,0,1,1
84,business,salaried,arts,0,1,1
46,law,salaried,arts,107437,0,0
42,business,self business,engineering,93969,0,0
71,stem,unemployed,unemployed,0,0,0
72,arts,contractual,it,120379,0,0
58,business,self business,health,78729,0,0
54,arts,contractual,arts,140373,0,0
42,stem,self business,it,68719,0,0
87,stem,contractual,transportation,91103,1,1
77,arts,salaried,transportation,76367,1,1
61,business,contractual,engineering,52897,0,0
71,stem,unemployed,unemployed,0,0,0
89,law,contractual,law,122580,1,1
68,arts,unemployed,unemployed,0,0,0
54,business,self business,transportation,73329,1,0
70,arts,salaried,arts,128201,0,0
87,business,self business,accounting,73373,1,1
45,arts,self business,accounting,105749,1,0
44,business,contractual,arts,58412,1,0
71,arts,unemployed,unemployed,0,0,0
88,stem,self business,transportation,48816,1,1
65,law,contractual,health,57606,0,0
86,business,salaried,engineering,73781,1,1
47,business,self business,accounting,134117,1,0
56,law,self business,health,67806,0,0
78,business,contractual,accounting,66649,1,0
55,arts,contractual,health,129237,1,0
61,arts,unemployed,unemployed,0,0,0
59,arts,contractual,accounting,140938,0,0
60,business,self business,law,86389,0,0
87,law,contractual,arts,44013,1,1
70,stem,salaried,arts,97659,1,0
50,law,self business,health,143374,1,0
74,arts,salaried,arts,92722,0,0
84,stem,self business,law,0,1,1
68,stem,contractual,arts,125589,0,0
45,business,unemployed,unemployed,142970,1,0
59,business,self business,accounting,56567,0,0
83,law,self business,transportation,0,1,1
51,stem,salaried,health,74181,1,0
78,law,contractual,health,132151,0,0
41,stem,salaried,accounting,57061,0,0
70,business,unemployed,unemployed,0,0,0
72,law,self business,accounting,46830,1,1
73,arts,unemployed,unemployed,0,0,0
53,law,contractual,health,94624,0,0
58,arts,self business,it,148324,0,0
64,stem,salaried,accounting,80936,0,0
66,arts,contractual,law,82003,1,0
62,arts,salaried,law,102566,0,0
83,stem,self business,engineering,42046,1,1
64,arts,unemployed,unemployed,0,1,0
68,business,contractual,law,138436,0,0
44,stem,contractual,law,93801,1,0
67,arts,self business,arts,118293,0,0
65,law,unemployed,unemployed,0,1,0
48,arts,salaried,health,86062,0,0
64,arts,salaried,arts,74085,0,0
42,stem,contractual,health,84780,1,0
61,business,salaried,arts,41672,0,0
79,law,salaried,accounting,96330,1,1
56,business,salaried,engineering,87429,0,0
88,law,self business,engineering,0,1,1
55,law,self business,transportation,102180,1,0
65,arts,unemployed,unemployed,132211,1,0
43,arts,self business,law,111071,0,0
52,business,salaried,engineering,139032,0,0
70,stem,unemployed,unemployed,55867,0,0
44,business,self business,health,144142,1,0
40,law,unemployed,unemployed,127165,1,0
54,stem,unemployed,unemployed,0,1,0
70,business,unemployed,unemployed,0,0,0
42,arts,self business,law,59348,0,0
68,stem,unemployed,unemployed,89559,1,0
42,law,unemployed,unemployed,0,0,0
72,stem,unemployed,unemployed,0,1,0
44,business,unemployed,unemployed,0,0,0
65,business,unemployed,unemployed,0,1,0
51,stem,unemployed,unemployed,0,0,0
81,business,contractual,it,88089,1,1
51,stem,self business,accounting,67905,1,0
78,arts,unemployed,unemployed,0,1,0
65,business,contractual,engineering,117170,0,0
40,law,unemployed,unemployed,0,1,0
84,stem,contractual,arts,112122,1,1
85,business,salaried,arts,82573,1,1
62,law,salaried,health,149193,0,0
46,law,self business,it,142674,1,0
43,business,salaried,law,52697,0,0
83,law,self business,health,107113,1,1
77,stem,self business,health,108526,1,0
74,law,self business,health,62339,0,0
77,business,unemployed,unemployed,0,0,0
65,stem,salaried,accounting,49360,1,0
80,arts,salaried,law,81809,0,0
75,stem,contractual,engineering,133511,1,0
48,law,salaried,engineering,113904,0,0
50,business,salaried,arts,95529,1,0
80,arts,unemployed,unemployed,0,1,0
86,business,salaried,health,92987,1,1
73,stem,salaried,engineering,0,1,1
80,stem,self business,law,73723,1,0
63,stem,contractual,it,68123,0,0
40,stem,self business,arts,83994,1,0
67,arts,salaried,law,46583,1,0
71,law,contractual,engineering,64140,0,0
72,law,unemployed,unemployed,0,1,0
45,business,unemployed,unemployed,0,0,0
48,law,unemployed,unemployed,0,0,0
49,stem,unemployed,unemployed,0,1,0
48,law,self business,transportation,137551,0,0
56,stem,unemployed,unemployed,73932,1,0
48,stem,contractual,accounting,122354,1,0
61,stem,self business,engineering,84814,0,0
78,business,contractual,arts,51073,1,0
79,arts,salaried,law,58531,0,0
69,law,unemployed,unemployed,0,1,0
70,stem,contractual,accounting,116209,1,1
87,business,self business,transportation,53945,1,1
57,business,unemployed,unemployed,0,1,0
51,arts,salaried,health,48575,0,0
55,arts,unemployed,unemployed,0,1,0
79,stem,contractual,transportation,50731,1,0
70,law,self business,transportation,102863,0,0
87,business,contractual,it,64644,1,1
41,arts,contractual,it,88184,0,0
78,business,contractual,arts,68246,0,0
71,stem,self business,transportation,61562,1,0
88,business,self business,health,136550,1,1
45,arts,salaried,transportation,63515,0,0
79,arts,unemployed,unemployed,0,1,0
82,business,salaried,health,55797,1,1
85,arts,salaried,engineering,147569,1,1
54,stem,contractual,law,100140,0,0
51,business,salaried,health,85469,1,0
47,law,contractual,law,67058,1,0
41,business,unemployed,unemployed,101080,0,0
53,law,self business,arts,111470,1,0
54,stem,salaried,accounting,146988,1,0
62,stem,unemployed,unemployed,42217,0,0
73,business,contractual,transportation,130862,1,0
70,arts,salaried,accounting,119756,0,0
64,arts,unemployed,unemployed,0,1,0
66,stem,self business,arts,80416,1,0
47,stem,salaried,accounting,62796,1,0
44,law,contractual,arts,125247,0,0
40,stem,unemployed,unemployed,0,0,0
54,stem,salaried,law,64855,0,0
55,law,self business,law,112172,0,0
44,arts,unemployed,unemployed,0,0,0
58,arts,unemployed,unemployed,134576,1,0
43,arts,unemployed,unemployed,0,0,0
47,arts,self business,it,84134,1,0
69,business,contractual,it,80232,1,0
41,arts,salaried,health,62105,1,0
59,arts,salaried,accounting,124713,1,0
51,business,self business,health,134058,1,0
58,arts,self business,accounting,67778,0,0
87,law,contractual,transportation,100584,1,1
43,stem,contractual,arts,59313,1,0
89,law,self business,accounting,143054,1,1
83,business,self business,arts,0,1,1
73,law,salaried,engineering,47026,0,0
50,law,unemployed,unemployed,0,1,0
68,business,contractual,law,133457,0,0
69,stem,unemployed,unemployed,0,0,0
40,law,unemployed,unemployed,120744,0,0
69,business,unemployed,unemployed,0,1,0
56,arts,unemployed,unemployed,0,1,0
58,arts,salaried,health,117445,1,0
50,business,contractual,health,48124,0,0
77,arts,self business,engineering,113222,1,0
57,law,unemployed,unemployed,0,0,0
57,law,salaried,law,140577,0,0
60,arts,contractual,it,57477,0,0
62,stem,self business,arts,128275,1,0
69,business,unemployed,unemployed,0,0,0
46,arts,unemployed,unemployed,0,0,0
56,law,contractual,accounting,129566,1,0
54,law,unemployed,unemployed,0,1,0
44,arts,salaried,law,143371,1,0
66,law,self business,it,69990,0,0
45,stem,salaried,engineering,68406,0,0
53,arts,salaried,transportation,135633,1,0
41,business,self business,law,146115,0,0
57,stem,self business,transportation,129516,1,0
83,stem,contractual,law,146368,1,1
50,law,contractual,transportation,96932,0,0
78,arts,salaried,transportation,62271,1,0
77,law,unemployed,unemployed,0,0,0
80,law,unemployed,unemployed,0,0,0
74,arts,unemployed,unemployed,114923,1,0
59,arts,contractual,accounting,50303,0,0
69,law,contractual,engineering,41044,0,0
78,arts,unemployed,unemployed,0,0,0
87,arts,contractual,health,0,1,1
72,law,salaried,transportation,138305,0,0
70,stem,salaried,health,53986,0,0
73,arts,self business,engineering,90039,0,0
40,law,unemployed,unemployed,0,0,0
52,law,contractual,law,90021,1,0
52,law,unemployed,unemployed,111865,1,0
50,business,unemployed,unemployed,0,0,0
41,law,salaried,transportation,111382,0,0
84,business,contractual,it,119306,1,1
40,arts,self business,it,57464,1,0
55,stem,unemployed,unemployed,0,1,0
71,stem,unemployed,unemployed,0,0,0
59,business,unemployed,unemployed,100235,1,0
63,law,contractual,law,58599,1,0
65,law,contractual,engineering,139907,0,0
68,business,unemployed,unemployed,0,1,0
87,arts,salaried,health,66627,1,1
70,stem,contractual,arts,85774,1,0
77,law,salaried,health,88038,1,0
46,stem,unemployed,unemployed,0,1,0
59,stem,salaried,engineering,71638,0,0
77,arts,salaried,accounting,135831,1,0
45,arts,contractual,health,63420,1,0
81,stem,contractual,it,43897,1,1
73,arts,salaried,it,97110,1,0
64,law,unemployed,unemployed,0,0,0
80,business,self business,health,64314,1,0
70,stem,salaried,it,139447,0,0
62,law,unemployed,unemployed,0,0,0
76,law,self business,accounting,63691,1,1
74,law,unemployed,unemployed,0,1,0
83,law,salaried,arts,141625,1,1
87,arts,salaried,transportation,0,1,1
63,business,self business,law,67798,1,0
74,business,contractual,it,85909,1,0
43,arts,contractual,it,142193,0,0
52,stem,self business,engineering,55613,0,0
49,law,self business,health,49863,1,0
57,arts,salaried,health,90635,0,0
86,law,contractual,health,0,1,1
45,business,salaried,accounting,86897,0,0
65,law,salaried,health,102222,1,0
65,arts,unemployed,unemployed,113704,0,0
45,law,unemployed,unemployed,0,0,0
80,law,salaried,it,0,1,1
55,business,salaried,arts,61468,1,0
76,arts,unemployed,unemployed,0,0,0
72,stem,unemployed,unemployed,0,0,0
60,stem,contractual,health,133240,1,0
80,arts,salaried,health,78074,0,0
65,arts,salaried,engineering,106662,0,0
82,arts,contractual,transportation,0,1,1
49,law,self business,engineering,66209,1,0
87,stem,salaried,it,140464,1,1
44,business,unemployed,unemployed,0,1,0
88,law,contractual,transportation,136546,1,1
85,arts,self business,transportation,141065,1,1
74,stem,unemployed,unemployed,0,0,0
74,stem,self business,health,144010,0,0
87,arts,salaried,law,145972,1,1
53,law,unemployed,unemployed,0,1,0
40,stem,salaried,it,70796,1,0
88,law,contractual,health,115640,1,1
89,business,contractual,it,0,1,1
69,arts,unemployed,unemployed,0,1,0
80,business,self business,it,101749,1,1
47,business,unemployed,unemployed,0,1,0
52,law,salaried,health,113288,0,0
81,business,contractual,engineering,129169,1,1
56,stem,salaried,transportation,138020,0,0
73,business,salaried,accounting,134335,0,0
65,business,unemployed,unemployed,0,0,0
76,stem,unemployed,unemployed,98998,1,0
58,arts,self business,it,143674,1,0
78,business,salaried,it,59151,1,1
58,law,salaried,health,81102,0,0
74,arts,unemployed,unemployed,60753,1,0
51,stem,salaried,arts,99036,1,0
40,stem,salaried,accounting,83975,0,0
45,arts,contractual,accounting,132260,1,0
67,arts,contractual,accounting,45318,0,0
53,law,self business,arts,50726,1,0
82,law,self business,health,0,1,1
51,stem,unemployed,unemployed,0,0,0
76,law,self business,transportation,131869,1,0
74,stem,salaried,health,88200,0,0
82,business,salaried,health,0,1,1
65,law,self business,engineering,96609,1,0
61,stem,unemployed,unemployed,0,0,0
52,stem,self business,it,50697,1,0
55,business,unemployed,unemployed,0,0,0
82,business,contractual,law,0,1,1
64,business,salaried,law,90742,1,0
73,law,contractual,transportation,103479,0,0
74,business,contractual,arts,67019,0,0
62,law,unemployed,unemployed,53305,1,0
81,arts,self business,transportation,117710,1,1
55,law,salaried,accounting,74752,1,0
73,arts,unemployed,unemployed,99054,0,0
48,stem,unemployed,unemployed,0,1,0
88,stem,self business,health,134267,1,1
79,arts,unemployed,unemployed,0,0,0
47,arts,unemployed,unemployed,0,0,0
46,law,contractual,law,103195,1,0
54,stem,self business,arts,119696,0,0
55,law,contractual,transportation,44819,1,0
51,arts,contractual,health,123752,0,0
59,stem,self business,accounting,106794,1,0
77,stem,salaried,accounting,116292,0,0
48,stem,self business,it,74567,0,0
85,business,salaried,it,97069,1,1
82,law,salaried,arts,146513,1,1
66,business,self business,arts,120527,1,0
43,business,salaried,accounting,95039,1,0
57,stem,unemployed,unemployed,0,0,0
45,stem,unemployed,unemployed,0,1,0
44,arts,salaried,health,40346,0,0
71,arts,contractual,engineering,149975,0,0
40,arts,salaried,accounting,147225,1,0
46,arts,contractual,accounting,57091,1,0
65,business,salaried,engineering,82195,1,0
49,law,unemployed,unemployed,0,0,0
78,business,salaried,engineering,133809,1,0
79,stem,unemployed,unemployed,0,0,0
42,arts,unemployed,unemployed,0,1,0
41,law,contractual,engineering,130027,0,0
82,stem,contractual,accounting,42451,1,1
45,arts,self business,arts,110457,1,0
70,law,unemployed,unemployed,148052,1,0
60,law,self business,accounting,128991,1,0
